"","trial","N.pop","skew","lb.tdist","ub.tdist","cover.tdist","width.tdist","lb.bca.exp","ub.bca.exp","cover.bca.exp","width.bca.exp","lb.bayes.sdprior","ub.bayes.sdprior","cover.bayes.sdprior","width.bayes.sdprior"
"101",1,7,-0.5,63.4222560553603,91.2362661059313,1,27.8140100505711,57.8179730059379,87.7854925490309,1,29.967519543093,69.8964493271628,89.9857474134703,1,20.0892980863075
"102",2,7,-0.5,63.1933010422975,87.4386218299668,1,24.2453207876694,59.7775224558313,84.774510966227,1,24.9969885103957,68.1699015379969,85.3664757926976,1,17.1965742547007
"103",3,7,-0.5,63.1186586986274,84.5714764608606,1,21.4528177622332,61.5913683856343,83.1665353330781,1,21.5751669474438,67.2975918301086,81.774571955901,1,14.4769801257925
"104",4,7,-0.5,64.6887371925427,86.9688915540144,1,22.2801543614717,62.2377215291101,83.8483646504106,1,21.6106431213005,68.9784661548866,85.5890900714693,1,16.6106239165827
"105",5,7,-0.5,65.0069726301581,90.0672649247943,1,25.0602922946361,63.450520866077,88.1980228423235,1,24.7475019762464,70.3056427401107,88.3369399009046,1,18.0312971607939
"106",6,7,-0.5,56.7432919354508,85.4340195655326,1,28.6907276300819,56.576651284625,84.8722557493102,1,28.2956044646852,63.4227597485297,84.0669500416129,1,20.6441902930832
"107",7,7,-0.5,64.1992688190333,86.3047063220422,1,22.1054375030089,57.2376751176207,83.2913094412792,1,26.0536343236585,68.4432060408354,84.364624610374,1,15.9214185695386
"108",8,7,-0.5,58.1905658413391,91.3356336059622,1,33.1450677646231,56.3995275209274,87.8246695126582,1,31.4251419917308,66.6156157737144,91.2739996191693,1,24.658383845455
"109",9,7,-0.5,56.4568229323673,81.3579001734877,1,24.9010772411204,57.1053776926588,83.0176266083882,1,25.9122489157294,61.6323791919221,78.9210699897182,1,17.2886907977962
"110",10,7,-0.5,61.4423553287317,82.5841235010091,1,21.1417681722774,59.357396982021,80.1781532849629,1,20.8207563029419,65.643145474125,80.1082049108278,1,14.4650594367027
"111",11,7,-0.5,59.8550830859351,91.782777534008,1,31.9276944480729,59.702100981205,91.3608104750672,1,31.6587094938621,68.2569174323037,90.689524510595,1,22.4326070782913
